Gender,Age,Senior Citizen,Married,Number of Dependents,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV
Male,59,No,No,0,94704,37.871416,-122.246597,21205,No,0,19,Offer D,Yes,20.26,No,Yes,Fiber Optic,25,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1490.95,0.0,0,384.94000000000005,1875.89,1,Churned,Yes,72,3666
Male,27,No,No,0,95050,37.351214,-121.952417,36349,No,0,39,No offer,No,0.0,No,Yes,Cable,48,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,0.0,0,0.0,1880.85,1,Churned,Yes,80,3080
Male,34,No,Yes,0,95127,37.375156,-121.795867,60620,Yes,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0.0,0,532.76,2545.46,3,Churned,Yes,67,2349
Male,39,No,No,0,95202,37.959706,-121.287669,7071,No,0,3,No offer,Yes,31.88,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,242.05,0.0,0,95.64,337.69,2,Churned,Yes,71,3567
Female,24,No,No,0,95204,37.974498,-121.319568,30476,No,0,3,Offer E,Yes,25.75,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,1,Churned,Yes,95,3398
Female,47,No,Yes,0,95301,37.321233,-120.656354,27808,Yes,1,1,Offer E,Yes,33.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,69.4,69.4,0.0,10,33.46,112.86,1,Churned,Yes,65,2404
Female,28,No,Yes,0,95405,38.439696,-122.668817,22250,Yes,1,12,No offer,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,916.9,0.0,0,487.56000000000006,1404.46,1,Churned,Yes,84,4154
Female,52,No,Yes,0,95470,39.298065,-123.25211,5995,Yes,1,21,No offer,Yes,16.67,No,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.8,2110.15,0.0,0,350.07000000000005,2460.2200000000003,1,Churned,Yes,91,3123
Male,44,No,No,0,95546,41.163637,-123.704841,3041,No,0,8,No offer,Yes,19.49,No,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0.0,80,155.92,976.22,1,Churned,Yes,94,5811
Female,46,No,Yes,0,95570,41.162295,-124.027381,2369,Yes,1,33,No offer,Yes,11.32,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,0.0,0,373.56,3783.16,1,Churned,Yes,71,3185
Male,42,No,Yes,0,95715,39.23754,-120.720196,185,Yes,1,39,No offer,Yes,35.7,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.0,3182.95,0.0,0,1392.3000000000002,4575.25,1,Churned,Yes,76,2704
Male,56,No,No,0,95828,38.486938,-121.395805,54880,No,0,2,Offer E,Yes,6.47,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,2,Churned,Yes,81,2699
Male,54,No,Yes,0,96125,39.600599,-120.636358,348,Yes,1,17,No offer,Yes,19.19,No,Yes,Fiber Optic,22,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1539.45,0.0,0,326.23,1865.68,1,Churned,Yes,96,2544
Male,34,No,No,0,90502,33.833181,-118.292062,17058,No,0,2,Offer E,No,0.0,No,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4,77.15,0.0,0,0.0,77.15,3,Churned,Yes,86,3620
Male,39,No,No,0,91605,34.207295,-118.400022,57146,No,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0,870.76,2872.26,2,Churned,Yes,91,5438
Female,58,No,Yes,0,91739,34.133809,-117.523724,12937,Yes,1,8,No offer,Yes,29.0,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,764.95,0.0,0,232.0,996.95,1,Churned,Yes,85,2656
Female,43,No,No,0,92109,32.787836,-117.232376,46086,No,0,6,No offer,Yes,2.6,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,0.0,0,15.6,593.2,1,Churned,Yes,91,5800
Male,59,No,Yes,3,92121,32.898613,-117.202937,4258,Yes,1,15,No offer,Yes,31.14,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,288.05,0.0,0,467.1,755.1500000000001,1,Churned,Yes,73,4672
Female,61,No,No,0,92126,32.886925,-117.152162,74232,No,0,12,No offer,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,0.0,0,417.72,1532.87,2,Churned,Yes,88,3538
Male,46,No,Yes,1,92126,32.886925,-117.152162,74232,Yes,4,1,Offer E,Yes,45.77,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,19.9,0.0,0,45.77,65.67,1,Churned,Yes,67,5441
Male,25,No,No,0,92505,33.920907,-117.489426,38446,No,0,1,No offer,Yes,22.3,Yes,Yes,Fiber Optic,51,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,84.65,84.65,0.0,40,22.3,146.95000000000002,1,Churned,Yes,79,4261
Female,27,No,Yes,3,92548,33.761894,-117.120868,4283,No,0,1,No offer,Yes,40.42,No,Yes,Cable,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,44.35,0.0,0,40.42,84.77000000000001,2,Churned,Yes,90,4599
Female,34,No,No,0,92692,33.60693,-117.644253,46227,No,0,1,No offer,Yes,2.24,No,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.15,70.15,0.0,0,2.24,72.39,3,Churned,Yes,96,3208
Male,48,No,Yes,0,93060,34.402343,-119.094824,32511,Yes,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856.0,0.0,0,1609.5600000000002,9465.56,1,Churned,Yes,90,4610
Male,42,No,Yes,0,93066,34.297628,-119.014627,2966,Yes,3,11,Offer D,Yes,11.5,Yes,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,896.9,0.0,0,126.5,1023.4,1,Churned,Yes,75,5119
Female,52,No,No,0,92592,33.507255,-117.029473,46171,No,0,39,Offer C,Yes,34.74,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45,3994.45,0.0,0,1354.86,5349.31,2,Churned,Yes,83,4811
Male,48,No,Yes,0,93463,34.624399,-120.137875,7958,Yes,1,22,Offer D,Yes,27.24,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,2,Churned,Yes,87,5102
Female,29,No,Yes,0,93908,36.624338,-121.615669,13027,Yes,1,17,No offer,Yes,47.76,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1451.6,0.0,0,811.92,2263.52,3,Churned,Yes,94,3670
Female,52,No,No,0,94115,37.786031,-122.437301,33122,No,0,1,Offer E,Yes,49.24,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,49.24,118.89,2,Churned,Yes,77,2418
Male,55,No,Yes,0,95121,37.304681,-121.809955,37127,Yes,3,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.45,23.45,0.0,0,0.0,23.45,2,Churned,Yes,90,4517
Female,51,No,No,0,95132,37.424655,-121.74841,40568,No,0,3,Offer E,Yes,22.56,Yes,Yes,Cable,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.65,151.3,0.0,0,67.67999999999999,218.98,1,Churned,Yes,76,2876
Male,64,No,No,0,95365,37.329725,-120.306399,4150,No,0,4,Offer E,Yes,40.15,No,Yes,DSL,19,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,54.3,195.3,0.0,80,160.6,435.9,2,Churned,Yes,87,5834
Male,42,No,Yes,0,95379,37.939768,-120.188002,3979,Yes,1,47,Offer B,Yes,19.02,Yes,Yes,Fiber Optic,17,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,4.93,0,893.9399999999999,6164.81,1,Churned,Yes,90,3344
Male,25,No,No,0,95560,40.142256,-123.852927,1851,No,0,67,Offer A,Yes,33.88,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0.0,0,2269.96,10022.26,2,Churned,Yes,82,4495
Female,30,No,Yes,0,95628,38.652065,-121.25441,40750,Yes,1,17,Offer D,Yes,41.95,No,Yes,Fiber Optic,51,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,1574.45,0.0,0,713.1500000000001,2287.6000000000004,1,Churned,Yes,89,5643
Female,31,No,No,0,95690,38.240419,-121.587535,2344,No,0,1,Offer E,Yes,39.66,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,74.3,0.0,0,39.66,113.96,1,Churned,Yes,69,5996
Male,40,No,Yes,0,95693,38.392559,-121.225093,5889,Yes,5,13,Offer D,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,23.97,0,388.96,1460.29,1,Churned,Yes,77,4745
Male,34,No,No,0,95950,39.033058,-121.895718,531,No,0,2,No offer,Yes,16.76,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,167.3,0.0,0,33.52,200.82,3,Churned,Yes,82,5332
Female,47,No,No,0,95971,39.971228,-121.041166,6189,No,0,1,No offer,Yes,32.74,No,Yes,DSL,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.0,55.0,0.0,0,32.74,87.74000000000001,1,Churned,Yes,91,3809
Female,25,No,Yes,0,96017,41.121108,-122.336613,228,Yes,1,42,No offer,Yes,6.84,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0.0,0,287.28,4473.58,1,Churned,Yes,95,5458
Male,59,No,No,0,96029,39.84784,-122.544556,84,No,0,1,No offer,Yes,28.37,No,Yes,DSL,7,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,30,28.37,103.67,2,Churned,Yes,78,5774
Female,57,No,No,0,96136,40.345949,-120.081187,162,No,0,7,Offer E,Yes,23.35,No,Yes,DSL,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.75,450.8,0.0,0,163.45000000000002,614.25,1,Churned,Yes,84,2248
Male,27,No,No,0,90504,33.867257,-118.330794,31678,No,0,3,No offer,Yes,34.49,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,1,Churned,Yes,88,3190
Male,44,No,No,0,91107,34.159007,-118.087353,32369,No,0,61,No offer,Yes,7.82,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.070000000001,1,Churned,Yes,87,4495
Female,62,No,No,0,91203,34.153338,-118.262974,14493,No,0,1,Offer E,Yes,48.25,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,1,Churned,Yes,69,4197
Male,62,No,Yes,3,91301,34.129058,-118.759788,25303,Yes,1,2,No offer,Yes,5.67,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0.0,0,11.34,124.89,1,Churned,Yes,77,5560
Male,22,No,No,0,92028,33.362575,-117.299644,42239,No,0,7,Offer E,Yes,30.61,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,620.35,0.0,0,214.27,834.62,2,Churned,Yes,66,3780
Female,56,No,No,0,91710,33.990646,-117.663025,75319,No,0,54,No offer,Yes,46.74,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0.0,50,2523.96,8588.810000000001,1,Churned,Yes,93,5527
Female,55,No,No,0,91901,32.827184,-116.703729,16486,No,0,1,Offer E,Yes,34.48,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,3,Churned,Yes,76,3238
Male,57,No,No,0,92008,33.148116,-117.306043,35582,No,0,1,No offer,Yes,22.03,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0.0,0,22.03,91.38,2,Churned,Yes,88,2843
Male,22,No,No,0,92111,32.805518,-117.169052,46828,No,0,1,No offer,Yes,19.85,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,19.85,40.35,2,Churned,Yes,84,3731
Female,63,No,Yes,0,92130,32.957195,-117.202542,28201,Yes,1,30,No offer,Yes,7.01,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0.0,0,210.3,3014.75,3,Churned,Yes,94,5255
Male,51,No,No,0,92241,33.832799,-116.250973,5529,No,0,40,No offer,Yes,37.69,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,4036.85,0.0,0,1507.6,5544.45,1,Churned,Yes,93,2832
Female,40,No,No,0,92273,32.790282,-115.689559,1632,No,0,9,No offer,Yes,41.92,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0.0,0,377.28,780.6300000000001,2,Churned,Yes,87,2029
Male,37,No,Yes,2,90012,34.065875,-118.238728,30596,Yes,1,13,Offer D,Yes,29.68,No,Yes,DSL,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,0.0,150,385.84,1123.29,3,Stayed,No,76,5764
Male,39,No,Yes,0,90014,34.043144,-118.251977,3524,Yes,7,58,Offer B,Yes,5.69,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,5681.1,0.0,0,330.02000000000004,6011.120000000001,3,Stayed,No,71,6432
Male,42,No,Yes,2,90026,34.078991,-118.263804,73686,Yes,3,49,Offer B,Yes,5.29,No,Yes,Cable,30,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0.0,0,259.21,3229.51,3,Stayed,No,79,4986
Female,19,No,No,0,90040,33.994524,-118.149953,9805,No,0,46,Offer B,Yes,42.44,No,Yes,Fiber Optic,69,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.8,3548.3,0.0,0,1952.24,5500.54,3,Stayed,No,41,3395
Female,49,No,No,0,90048,34.072945,-118.37267,21739,No,0,49,Offer B,Yes,27.2,Yes,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,0.0,0,1332.8,5239.5,5,Stayed,No,71,6434
Female,64,No,Yes,0,90058,34.001617,-118.222274,3642,Yes,7,69,No offer,Yes,39.88,Yes,Yes,Cable,17,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,64.15,4254.1,0.0,40,2751.7200000000003,7045.820000000001,3,Stayed,No,62,5128
Female,44,No,Yes,0,90066,34.002028,-118.430656,55204,Yes,2,63,Offer B,Yes,1.43,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0.0,0,90.09,6401.29,3,Stayed,No,79,4572
Female,53,No,No,0,90212,34.062095,-118.401508,11355,No,0,3,Offer E,Yes,38.99,No,Yes,DSL,20,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.3,244.1,0.0,0,116.97,361.07,3,Joined,No,35,5387
Male,29,No,No,0,90230,33.993991,-118.39704,31963,No,0,10,No offer,Yes,48.38,No,Yes,Fiber Optic,42,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,887.35,0.0,0,483.8,1371.15,3,Stayed,No,38,5983
Female,38,No,No,0,90263,34.037037,-118.705803,11,No,0,42,Offer B,Yes,40.15,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.8,4327.5,0.0,110,1686.3,6123.8,4,Stayed,No,37,4005
Male,62,No,No,0,90302,33.975332,-118.355252,30779,No,0,52,No offer,Yes,28.3,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1107.2,0.0,0,1471.6,2578.8,4,Stayed,No,66,4158
Female,48,No,Yes,0,90603,33.945318,-117.992066,19109,Yes,1,64,No offer,No,0.0,No,Yes,DSL,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.6,3423.5,0.0,0,0.0,3423.5,4,Stayed,No,35,4850
Male,46,No,Yes,0,90670,33.933565,-118.062611,16271,Yes,1,72,Offer A,Yes,1.86,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,0.0,0,133.92000000000002,1857.87,3,Stayed,No,59,5901
Male,45,No,No,0,90680,33.801869,-117.995068,29694,No,0,1,No offer,Yes,15.77,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77,35.52,3,Joined,No,68,2484
Female,49,No,No,0,90703,33.8681,-118.067402,51556,No,0,13,No offer,Yes,29.21,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,0.0,0,379.73,1595.38,5,Stayed,No,58,5886
Female,42,No,No,0,90713,33.847755,-118.112532,27563,No,0,43,No offer,Yes,25.53,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1188.2,0.0,0,1097.79,2285.99,4,Stayed,No,79,2017
Female,37,No,No,0,90715,33.841027,-118.078097,20890,No,0,23,No offer,Yes,24.04,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.0,1778.5,0.0,0,552.92,2331.42,4,Stayed,No,29,2221
Female,29,No,Yes,3,90807,33.830099,-118.182239,31556,Yes,9,6,No offer,Yes,5.52,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,113.5,0.0,0,33.12,146.62,3,Stayed,No,43,4293
Male,37,No,Yes,0,90813,33.781086,-118.199049,63136,Yes,3,22,No offer,Yes,48.06,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,0.0,0,1057.3200000000002,1477.2200000000005,5,Stayed,No,72,2173
Female,19,No,Yes,3,91108,34.122671,-118.112911,13158,Yes,6,15,Offer D,Yes,4.19,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,1559.25,0.0,0,62.85000000000001,1622.1,3,Stayed,No,66,2721
Male,35,No,Yes,0,91205,34.13658,-118.245839,41390,Yes,7,33,Offer C,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2453.3,0.0,0,1612.05,4065.35,3,Stayed,No,26,5344
Female,32,No,Yes,0,91316,34.150354,-118.518292,27614,No,0,20,Offer D,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,3,Stayed,No,36,4382
Male,38,No,Yes,0,91364,34.153733,-118.593408,25988,Yes,1,66,No offer,No,0.0,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,4,Stayed,No,77,5500
Female,19,No,Yes,0,91739,34.133809,-117.523724,12937,Yes,1,67,No offer,No,0.0,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0.0,0,0.0,4103.9,4,Stayed,No,56,4478
Female,44,No,No,0,91786,34.105493,-117.660934,48827,No,0,10,Offer D,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,4,Stayed,No,47,5765
Female,25,No,No,0,91980,32.587557,-116.636816,91,No,0,43,Offer B,Yes,24.85,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,4,Stayed,No,57,4115
Female,31,No,Yes,0,92025,33.081478,-117.033814,49281,Yes,9,9,Offer E,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,3,Stayed,No,46,4562
Female,31,No,No,0,92054,33.351059,-117.420557,98239,No,0,8,Offer E,Yes,31.02,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,161.95,0.0,0,248.16,410.11,4,Stayed,No,40,5272
Female,64,No,No,0,92111,32.805518,-117.169052,46828,No,0,41,No offer,Yes,10.26,No,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,4352.72,4,Stayed,No,69,5584
Female,34,No,No,0,92114,32.707892,-117.05512,66838,No,0,47,No offer,Yes,44.69,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55,945.7,0.0,0,2100.43,3046.13,4,Stayed,No,53,5404
Female,29,No,No,0,92127,33.017518,-117.118456,20046,No,0,43,No offer,Yes,2.49,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3662.25,0.0,30,107.07,3799.32,3,Stayed,No,5,2319
Male,39,No,No,0,92253,33.695532,-116.310571,23971,No,0,72,Offer A,Yes,30.44,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1468.75,0.0,0,2191.6800000000003,3660.43,3,Stayed,No,9,5368
Female,58,No,Yes,1,92267,34.273872,-114.192901,131,Yes,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23,3,Stayed,No,22,3624
Female,49,No,Yes,0,92285,34.341737,-116.539416,2182,Yes,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,3,Stayed,No,74,4620
Female,49,No,Yes,1,92315,34.242058,-116.89802,5447,Yes,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0.0,0,743.2,2625.75,3,Stayed,No,70,2683
Female,42,No,No,0,92368,34.647959,-117.296957,909,No,0,44,Offer B,Yes,13.45,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,868.1,0.0,0,591.8,1459.9,5,Stayed,No,63,2809
Female,50,No,Yes,0,92399,34.04597,-117.011825,41575,Yes,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0,2767.68,10771.48,4,Stayed,No,56,6288
Female,50,No,Yes,0,92536,33.482243,-116.827173,2433,Yes,1,70,Offer A,Yes,29.72,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,4543.15,0.0,0,2080.4,6623.549999999999,3,Stayed,No,20,6316
Male,23,No,No,0,92543,33.739415,-116.968339,29687,No,0,69,Offer A,Yes,26.45,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,5502.55,0.0,80,1825.05,7407.6,4,Stayed,No,28,5189
Male,34,No,No,0,92582,33.806708,-117.02007,4456,No,0,12,Offer D,Yes,38.96,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,265.45,0.0,0,467.52,732.97,4,Stayed,No,56,4996
Male,25,No,No,0,92606,33.703976,-117.824172,17621,No,0,2,No offer,Yes,37.7,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,174.45,0.0,0,75.4,249.85,5,Joined,No,44,5213
Female,52,No,No,0,92627,33.645672,-117.922613,62069,No,0,11,Offer D,Yes,24.57,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,941.87,4,Stayed,No,21,3880
